	txNomeParlamentar	ideCadastro	sgUF	sgPartido	txtDescricao	txtDescricaoEspecificacao	txtFornecedor	txtCNPJCPF	datEmissao	vlrLiquido	numMes	numAno	txtPassageiro	nuDeputadoId	ideDocumento	urlDocumento
380409	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-02-17 00:00:00	2660.0	2	2020		3432	7017234	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7017234.pdf
380410	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-03-17 00:00:00	2660.0	3	2020		3432	7042560	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7042560.pdf
380411	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-04-16 00:00:00	2660.0	4	2020		3432	7047199	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7047199.pdf
380412	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-05-20 00:00:00	2660.0	5	2020		3432	7058092	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7058092.pdf
380413	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-06-22 00:00:00	2660.0	6	2020		3432	7066562	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7066562.pdf
380414	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-07-20 00:00:00	2660.0	7	2020		3432	7076217	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7076217.pdf
380415	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-08-19 00:00:00	2660.0	8	2020		3432	7089284	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7089284.pdf
380416	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-09-21 00:00:00	2660.0	9	2020		3432	7097915	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7097915.pdf
380417	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-10-20 00:00:00	2660.0	10	2020		3432	7107565	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7107565.pdf
380418	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-11-20 01:00:00	2660.0	11	2020		3432	7122602	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7122602.pdf
380419	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		IMAGETECH TECNOLOGIA EM INFORMATICA LTDA	055.836.800/0013-7	2020-12-15 01:00:00	2660.0	12	2020		3432	7131621	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7131621.pdf
380420	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		JOBBS INFORMATICA LTDA ME	072.498.890/0019-4	2020-03-17 00:00:00	165.0	3	2020		3432	7041493	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7041493.pdf
380421	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		JOBBS INFORMATICA LTDA ME	072.498.890/0019-4	2020-03-23 00:00:00	210.0	3	2020		3432	7041454	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7041454.pdf
380422	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		JOBBS INFORMATICA LTDA ME	072.498.890/0019-4	2020-07-10 00:00:00	365.0	7	2020		3432	7071802	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7071802.pdf
380423	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		JOBBS INFORMATICA LTDA ME	072.498.890/0019-4	2020-12-14 01:00:00	500.0	12	2020		3432	7130368	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7130368.pdf
380424	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		JOBBS INFORMATICA LTDA ME	072.498.890/0019-4	2020-01-06 00:00:00	140.0	1	2020		3432	6994309	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/6994309.pdf
380425	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		JOBBS INFORMATICA LTDA ME	072.498.890/0019-4	2020-05-26 00:00:00	390.0	5	2020		3432	7058111	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7058111.pdf
380426	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		JOBBS INFORMATICA LTDA ME	072.498.890/0019-4	2020-10-23 00:00:00	440.0	10	2020		3432	7110224	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7110224.pdf
380427	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		JOBBS INFORMATICA LTDA ME	072.498.890/0019-4	2020-11-16 01:00:00	400.0	11	2020		3432	7117491	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7117491.pdf
380428	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		NEWPC TECNOLOGIA EIRELLI	208.923.430/0011-5	2020-11-09 01:00:00	1115.0	10	2020		3432	7117242	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7117242.pdf
380429	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		NEWPC TECNOLOGIA EIRELLI	208.923.430/0011-5	2020-12-08 01:00:00	1115.0	11	2020		3432	7129303	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7129303.pdf
380430	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		NEWPC TECNOLOGIA EIRELLI	208.923.430/0011-5	2021-01-08 00:00:00	1115.0	12	2020		3432	7143875	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2021/7143875.pdf
380431	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-02-10 00:00:00	478.79	2	2020		3432	7017246	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7017246.pdf
380432	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-03-10 00:00:00	478.65	3	2020		3432	7041487	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7041487.pdf
380433	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-04-10 00:00:00	478.65	4	2020		3432	7047232	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7047232.pdf
380434	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-06-09 00:00:00	478.65	5	2020		3432	7061907	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7061907.pdf
380435	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-07-01 00:00:00	478.65	7	2020		3432	7070724	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7070724.pdf
380436	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-08-10 00:00:00	478.65	8	2020		3432	7081329	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7081329.pdf
380437	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-09-10 00:00:00	478.65	9	2020		3432	7092899	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7092899.pdf
380438	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-10-10 00:00:00	478.65	10	2020		3432	7105631	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7105631.pdf
380439	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-11-10 01:00:00	478.65	11	2020		3432	7115457	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7115457.pdf
380440	Beto Pereira	204358.0	MS	PSDB	MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR		PREFEITURA MUNICIPAL DE CAMPO GRANDE	035.015.090/0010-6	2020-05-10 00:00:00	478.65	5	2020		3432	7053886	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7053886.pdf
380441	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-01-27 00:00:00	5484.97	1	2020		3432	6999701	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/6999701.pdf
380442	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-02-27 00:00:00	4290.34	2	2020		3432	7023911	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7023911.pdf
380443	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-03-23 00:00:00	3517.59	3	2020		3432	7041514	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7041514.pdf
380444	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-04-28 00:00:00	4150.98	4	2020		3432	7050077	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7050077.pdf
380445	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-05-28 00:00:00	3946.74	5	2020		3432	7058099	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7058099.pdf
380446	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-06-29 00:00:00	3657.53	6	2020		3432	7066944	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7066944.pdf
380447	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-07-27 00:00:00	3371.15	7	2020		3432	7076222	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7076222.pdf
380448	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-08-25 00:00:00	3928.12	8	2020		3432	7085898	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7085898.pdf
380449	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-09-28 00:00:00	5333.5	9	2020		3432	7098039	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7098039.pdf
380450	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-10-28 00:00:00	4786.05	10	2020		3432	7111968	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7111968.pdf
380451	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-11-27 01:00:00	4778.95	11	2020		3432	7122605	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7122605.pdf
380452	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	ANCELMO E PAULINO LTDA	049.904.400/0019-4	2020-12-23 01:00:00	4457.21	12	2020		3432	7135294	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7135294.pdf
380453	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	AUTO POSTO 302 SUL LTDA	306.427.010/0019-5	2020-02-17 00:00:00	100.0	2	2020		3432	7016963	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7016963
380454	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	AUTO POSTO CERRADO LTDA	078.269.590/0012-0	2020-05-17 00:00:00	180.0	5	2020		3432	7054368	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7054368.pdf
380455	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	AUTO POSTO ELO DOURADO	042.391.200/0010-5	2020-05-20 00:00:00	211.03	5	2020		3432	7058146	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7058146.pdf
380456	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	AUTO POSTO GREGGIO LTDA ME	244.657.350/0015-9	2020-04-08 00:00:00	100.0	4	2020		3432	7047244	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7047244.pdf
380457	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	AUTO POSTO MORADA DO SOL LTDA	019.419.470/0016-0	2020-08-15 00:00:00	156.02	8	2020		3432	7083612	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7083612.pdf
380458	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	AUTO POSTO TACURU	375.277.930/0010-1	2020-10-22 00:00:00	265.09	10	2020		3432	7110212	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7110212.pdf
380459	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	AUTO POSTO TREVAO LTDA	036.378.320/0010-1	2020-11-13 01:00:00	294.82	11	2020		3432	7117255	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7117255.pdf
380460	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	AUTO POSTO TREVAO LTDA	036.378.320/0010-1	2020-05-17 00:00:00	222.89	5	2020		3432	7054377	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7054377.pdf
380461	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CASCOL COMBUSTIVEIS PARA VEICULOS LTDA	003.065.970/0630-8	2020-12-01 01:00:00	64.0	11	2020		3432	7124012	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7124012
380462	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CASCOL COMBUSTIVEIS PARA VEICULOS LTDA	003.065.970/0630-8	2020-12-16 01:00:00	70.0	12	2020		3432	7131090	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7131090
380463	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CASCOL COMBUSTIVEIS PARA VEICULOS LTDA	003.065.970/0630-8	2020-05-18 00:00:00	50.0	5	2020		3432	7054366	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7054366
380464	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CASCOL COMBUSTIVEIS PARA VEICULOS LTDA	003.065.970/0630-8	2020-08-17 00:00:00	50.0	8	2020		3432	7083052	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7083052
380465	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CASCOL COMBUSTIVEIS PARA VEICULOS LTDA	003.065.970/0630-8	2020-10-08 00:00:00	50.0	10	2020		3432	7102823	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7102823
380466	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CASCOL COMBUSTIVEIS PARA VEICULOS LTDA	003.065.970/0729-0	2020-12-08 01:00:00	70.0	12	2020		3432	7127234	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7127234
380467	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CASTANHA & MAGRINI LTDA	009.961.870/0012-5	2020-04-07 00:00:00	222.48	4	2020		3432	7047243	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7047243.pdf
380468	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CASTANHA & MAGRINI LTDA	009.961.870/0012-5	2020-07-14 00:00:00	100.0	7	2020		3432	7073768	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7073768.pdf
380469	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	CENTRO COMERCIAL CAMPESTRE E SERVICOS LTDA	021.675.420/0018-9	2020-05-20 00:00:00	150.1	5	2020		3432	7058101	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7058101.pdf
380470	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	COMERCIO DE COMBUSTIVEIS DUAS NACOES LTDA	184.535.610/0010-1	2020-10-10 00:00:00	250.0	10	2020		3432	7105635	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7105635.pdf
380471	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	IRMAOS CUNHA LTDA	042.765.320/0010-7	2020-08-25 00:00:00	200.03	8	2020		3432	7088465	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7088465.pdf
380472	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	MARTINS E ESCAVASSINI LTDA	115.983.540/0010-4	2020-10-06 00:00:00	200.02	10	2020		3432	7104139	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7104139.pdf
380473	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	MORUMBI DIESEL LTDA	027.908.130/0015-8	2020-10-24 00:00:00	200.02	10	2020		3432	7110211	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7110211.pdf
380474	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	POSTO DE COMBUSTIVEIS 310 SUL LTDA	325.902.570/0013-7	2020-07-14 00:00:00	50.0	7	2020		3432	7071739	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7071739
380475	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	POSTO PENA BRANCA LTDA	155.439.780/0017-7	2020-11-07 01:00:00	275.02	11	2020		3432	7115451	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7115451.pdf
380476	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	UNIGAS COMERCIO DE COMBUSTÍVEIS LTDA.	035.379.460/0050-3	2020-10-11 00:00:00	248.82	10	2020		3432	7105634	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7105634.pdf
380477	Beto Pereira	204358.0	MS	PSDB	COMBUSTÍVEIS E LUBRIFICANTES.	Veículos Automotores	VALDO & CRUZ COMERCIO DE COMBUSTIVEIS LTDA	142.221.230/0018-1	2020-11-07 01:00:00	210.77	11	2020		3432	7115447	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7115447.pdf
380478	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-02-05 00:00:00	290.0	2	2020		3432	7023927	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7023927.pdf
380479	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-03-03 00:00:00	310.0	3	2020		3432	7041479	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7041479.pdf
380480	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-05-04 00:00:00	310.0	4	2020		3432	7058076	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7058076.pdf
380481	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-06-12 00:00:00	310.0	5	2020		3432	7066563	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7066563.pdf
380482	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-07-28 00:00:00	310.0	6	2020		3432	7076218	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7076218.pdf
380483	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-08-31 00:00:00	310.0	7	2020		3432	7088459	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7088459.pdf
380484	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-09-23 00:00:00	310.0	8	2020		3432	7097923	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7097923.pdf
380485	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-10-21 00:00:00	310.0	10	2020		3432	7108773	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7108773.pdf
380486	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-11-13 01:00:00	310.0	10	2020		3432	7117241	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7117241.pdf
380487	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2020-12-14 01:00:00	310.0	11	2020		3432	7130372	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7130372.pdf
380488	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		ARF & MOREIRA LTDA ME	155.317.490/0013-2	2021-01-21 00:00:00	310.0	12	2020		3432	7146324	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2021/7146324.pdf
380489	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		BUREAU DE PLANEJAMENTO ASSESSORIA DE COMUNICACAO LTDA	221.596.650/0018-5	2020-09-21 00:00:00	7500.0	9	2020		3432	7094857	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7094857.pdf
380490	Beto Pereira	204358.0	MS	PSDB	DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.		BUREAU DE PLANEJAMENTO ASSESSORIA DE COMUNICAÇÃO LTDA ME	221.596.650/0018-5	2020-06-30 00:00:00	7500.0	6	2020		3432	7066941	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2020/7066941.pdf
